RANK,FULL NAME,POS,AGE,GP,MPG,MIN%,USG%,Tor%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,TOPG,VI,ORTG,DRTG,YEAR,Franchise
157,Marcus Smart,G,27.38,5,36.6,76.3,20.6,15.7,21.0,0.714,23.0,0.565,43.0,0.372,0.561,0.591,17.8,4.4,6.9,6.0,25.5,1.0,0.2,2.8,8.5,116.8,110.6,2020-2021,Boston Celtics
159,Jayson Tatum,F-G,23.38,5,37.0,77.0,33.3,8.9,49.0,0.918,75.0,0.44,36.0,0.389,0.486,0.577,30.6,5.8,9.1,4.6,22.8,1.2,1.6,2.6,10.1,118.0,108.5,2020-2021,Boston Celtics
160,Tristan Thompson,C-F,30.36,5,26.4,55.1,14.9,10.8,17.0,0.706,34.0,0.588,0.0,0.0,0.588,0.627,10.4,9.8,21.4,1.0,5.8,0.8,1.2,1.0,7.1,138.2,107.2,2020-2021,Boston Celtics
164,Grant Williams,F,22.64,5,11.4,23.7,11.4,6.5,3.0,1.0,8.0,0.5,5.0,0.4,0.538,0.594,3.4,2.0,10.2,0.8,10.1,0.2,0.8,0.2,6.2,132.3,105.1,2020-2021,Boston Celtics
183,Romeo Langford,G-F,21.74,4,27.2,56.7,13.5,2.9,4.0,1.0,15.0,0.467,17.0,0.353,0.5,0.533,9.0,2.5,5.3,1.3,6.7,0.75,0.5,0.25,4.5,121.0,118.7,2020-2021,Boston Celtics
189,Jabari Parker,F,26.35,4,14.8,30.8,21.8,19.7,8.0,0.75,16.0,0.688,5.0,0.4,0.667,0.693,8.5,3.8,14.6,0.5,5.8,0.0,0.75,1.5,6.8,112.1,104.2,2020-2021,Boston Celtics
206,Kemba Walker,G,31.2,3,30.3,63.1,24.9,15.0,10.0,0.9,24.0,0.417,17.0,0.176,0.354,0.419,12.7,4.0,7.6,4.0,20.1,0.33,0.0,2.67,7.8,87.2,107.0,2020-2021,Boston Celtics
207,Tremont Waters,G,23.53,3,2.0,4.1,52.5,27.3,3.0,0.667,2.0,0.5,2.0,0.0,0.25,0.376,1.3,0.0,0.0,0.7,53.8,0.33,0.0,0.67,0.0,,,2020-2021,Boston Celtics
208,Robert Williams III,C-F,23.76,3,15.2,31.7,14.7,6.3,2.0,0.5,14.0,0.643,0.0,0.0,0.643,0.638,6.3,5.0,19.0,0.7,7.3,0.33,3.0,0.33,7.4,139.8,100.2,2020-2021,Boston Celtics
215,Carsen Edwards,G,23.36,2,2.7,5.6,23.5,0.0,0.0,0.0,1.0,1.0,2.0,0.5,0.833,0.833,2.5,0.5,10.7,0.0,0.0,0.0,0.0,0.0,0.0,,,2020-2021,Boston Celtics
221,Luke Kornet,F-C,26.02,2,2.7,5.6,14.7,0.0,2.0,0.5,1.0,1.0,0.0,0.0,1.0,0.798,1.5,1.5,32.1,0.0,0.0,0.0,0.0,0.0,0.0,,,2020-2021,Boston Celtics
224,Semi Ojeleye,F,26.63,2,6.0,12.5,17.2,0.0,2.0,0.5,1.0,0.0,3.0,0.0,0.0,0.102,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,25.5,118.3,2020-2021,Boston Celtics
229,Tacko Fall,C,25.61,1,0.9,1.9,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,64.1,0.0,0.0,0.0,0.0,0.0,0.0,,,2020-2021,Boston Celtics
86,Jaylen Brown,G-F,25.46,66,33.6,70.1,30.5,11.6,318.0,0.758,753.0,0.544,464.0,0.358,0.541,0.574,23.6,6.1,9.8,3.5,17.9,1.05,0.27,2.7,9.5,109.3,102.3,2021-2022,Boston Celtics
193,Bruno Fernando,F-C,23.66,20,2.9,6.1,16.0,23.6,5.0,0.8,13.0,0.462,1.0,1.0,0.536,0.586,1.0,0.8,13.9,0.2,9.6,0.0,0.15,0.25,7.5,,,2021-2022,Boston Celtics
197,Malik Fitts,F,20.0,8,3.5,7.3,15.8,0.0,0.0,0.0,4.0,0.75,6.0,0.5,0.75,0.75,1.9,0.9,13.6,0.6,28.7,0.0,0.0,0.0,11.5,,,2021-2022,Boston Celtics
208,Enes Freedom,C,29.89,35,11.8,24.5,13.8,15.5,28.0,0.857,92.0,0.533,5.0,0.4,0.536,0.585,3.7,4.6,21.0,0.2,2.7,0.14,0.4,0.57,5.1,122.4,97.6,2021-2022,Boston Celtics
266,Sam Hauser,F,24.34,26,6.1,12.6,14.5,3.8,0.0,0.0,6.0,0.667,44.0,0.432,0.65,0.65,2.5,1.1,10.0,0.4,9.2,0.04,0.08,0.08,6.8,133.4,107.3,2021-2022,Boston Celtics
271,Juancho Hernangomez,F,26.54,18,5.3,11.1,17.0,16.2,9.0,0.667,9.0,0.222,18.0,0.167,0.241,0.307,1.1,1.4,14.1,0.2,4.0,0.22,0.11,0.33,5.1,75.3,101.4,2021-2022,Boston Celtics
294,Al Horford,C-F,35.86,69,29.1,60.5,14.8,9.6,95.0,0.842,304.0,0.582,265.0,0.336,0.546,0.574,10.2,7.7,14.3,3.4,16.4,0.71,1.33,0.94,8.9,124.3,101.9,2021-2022,Boston Celtics
321,Justin Jackson,F,27.04,1,2.0,4.2,41.4,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.532,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021-2022,Boston Celtics
337,Joe Johnson,G-F,40.79,1,2.0,4.2,22.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021-2022,Boston Celtics
376,Luke Kornet,F-C,26.74,12,7.1,14.8,11.5,0.0,3.0,0.667,17.0,0.706,4.0,0.0,0.571,0.582,2.2,2.1,15.8,0.7,13.4,0.33,0.17,0.0,8.3,147.2,99.8,2021-2022,Boston Celtics
385,Romeo Langford,G-F,22.46,44,16.6,34.5,13.0,7.4,34.0,0.588,101.0,0.495,83.0,0.349,0.508,0.52,4.7,2.4,7.7,0.4,3.6,0.48,0.36,0.36,4.0,108.2,105.3,2021-2022,Boston Celtics
421,Kelan Martin,F,26.69,3,1.9,4.0,23.2,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,19.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021-2022,Boston Celtics
448,CJ Miles,G,35.07,1,2.0,4.2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021-2022,Boston Celtics
466,Juwan Morgan,F,24.98,1,3.6,7.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021-2022,Boston Celtics
483,Aaron Nesmith,G-F,22.49,52,11.0,23.0,17.2,13.8,26.0,0.808,67.0,0.612,115.0,0.27,0.481,0.507,3.8,1.7,8.4,0.4,5.4,0.38,0.08,0.6,5.0,95.5,97.5,2021-2022,Boston Celtics
514,Jabari Parker,F,27.07,12,9.4,19.5,19.6,16.0,9.0,1.0,22.0,0.455,16.0,0.5,0.579,0.632,4.4,2.3,13.5,0.5,7.9,0.33,0.08,0.67,7.3,113.7,95.8,2021-2022,Boston Celtics
543,Payton Pritchard,G,24.2,71,14.1,29.4,18.6,9.7,21.0,1.0,128.0,0.461,245.0,0.412,0.564,0.578,6.2,1.9,7.2,2.0,20.4,0.34,0.08,0.58,8.1,120.2,105.9,2021-2022,Boston Celtics
556,Josh Richardson,G,28.57,44,24.7,51.5,16.7,9.4,71.0,0.859,187.0,0.481,156.0,0.397,0.534,0.57,9.7,2.8,6.2,1.5,8.7,0.77,0.52,0.89,5.6,113.6,104.1,2021-2022,Boston Celtics
573,Matt Ryan,F,24.98,1,5.3,11.0,41.6,0.0,0.0,0.0,0.0,0.0,5.0,0.2,0.3,0.3,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.9,105.8,2021-2022,Boston Celtics
582,Dennis Schroder,G,28.57,49,29.2,60.9,23.1,13.8,145.0,0.848,392.0,0.485,192.0,0.349,0.497,0.543,14.4,3.3,6.2,4.2,22.0,0.84,0.1,2.12,8.0,108.1,103.6,2021-2022,Boston Celtics
601,Marcus Smart,G,28.1,71,32.3,67.4,18.3,16.7,179.0,0.793,357.0,0.507,360.0,0.331,0.501,0.541,12.1,3.8,6.3,5.9,25.6,1.72,0.25,2.25,8.0,110.3,103.2,2021-2022,Boston Celtics
614,Nik Stauskas,G,28.51,6,2.5,5.2,23.0,12.7,2.0,0.5,0.0,0.0,6.0,0.333,0.5,0.509,1.2,0.0,0.0,0.2,9.4,0.0,0.0,0.17,0.0,,,2021-2022,Boston Celtics
624,Jayson Tatum,F-G,24.11,76,35.9,74.9,32.1,10.9,469.0,0.853,913.0,0.524,651.0,0.353,0.526,0.578,26.9,8.0,12.1,4.4,21.1,0.97,0.64,2.86,10.9,113.4,102.5,2021-2022,Boston Celtics
631,Daniel Theis,F-C,30.02,21,18.7,39.0,15.8,10.6,32.0,0.688,84.0,0.679,28.0,0.357,0.643,0.658,7.9,4.7,13.6,1.0,8.0,0.43,0.71,0.71,7.1,128.8,96.2,2021-2022,Boston Celtics
632,Brodric Thomas,G,25.2,12,5.0,10.4,19.3,22.9,5.0,0.6,9.0,0.667,9.0,0.222,0.5,0.52,1.8,0.8,9.0,0.9,26.0,0.08,0.08,0.5,8.7,101.0,99.0,2021-2022,Boston Celtics
686,Derrick White,G,27.78,26,27.4,57.1,18.2,10.5,75.0,0.853,119.0,0.504,111.0,0.306,0.483,0.544,11.0,3.3,6.6,3.5,18.2,0.54,0.62,1.19,7.3,114.9,104.1,2021-2022,Boston Celtics
692,Robert Williams III,C-F,24.48,61,29.6,61.6,11.5,13.4,90.0,0.722,367.0,0.738,1.0,0.0,0.736,0.745,10.0,9.6,17.6,2.0,9.7,0.92,2.2,1.03,7.8,149.8,100.7,2021-2022,Boston Celtics
694,Grant Williams,F,23.36,77,24.4,50.7,12.6,11.6,95.0,0.905,174.0,0.569,258.0,0.411,0.597,0.635,7.8,3.6,7.9,1.0,5.8,0.49,0.74,0.81,5.0,122.1,101.4,2021-2022,Boston Celtics
10,Jayson Tatum,F-G,25.3,20,40.0,29.5,12.2,137.0,0.876,240.0,0.55,164.0,0.323,0.524,0.585,27.2,10.5,5.3,1.1,1.1,2.8,37.7,32.4,42.9,11.5,115.3,107.0,2022-2023,Boston Celtics
23,Jaylen Brown,G-F,26.6,20,37.5,27.9,15.3,74.0,0.689,252.0,0.56,113.0,0.354,0.551,0.57,22.7,5.6,3.4,1.1,0.4,3.3,28.3,26.1,31.7,8.1,103.3,107.1,2022-2023,Boston Celtics
47,Marcus Smart,G,29.3,20,34.0,19.8,16.8,65.0,0.8,101.0,0.564,122.0,0.361,0.552,0.592,14.9,4.0,5.1,1.3,0.3,2.3,18.9,20.0,24.0,7.9,116.4,110.3,2022-2023,Boston Celtics
50,Derrick White,G,28.9,20,29.7,16.5,8.9,34.0,0.912,74.0,0.581,110.0,0.455,0.641,0.671,13.4,3.0,2.1,0.6,1.0,0.9,16.3,15.5,18.4,5.9,129.3,110.5,2022-2023,Boston Celtics
62,Malcolm Brogdon,G,30.5,19,24.9,22.0,8.8,35.0,0.829,109.0,0.45,87.0,0.379,0.503,0.535,11.9,3.5,2.9,0.2,0.3,1.0,15.4,14.8,18.3,7.9,111.5,110.8,2022-2023,Boston Celtics
96,Robert Williams III,C-F,25.7,20,20.9,12.3,15.8,28.0,0.679,84.0,0.798,1.0,0.0,0.788,0.786,7.7,6.0,1.0,0.5,1.3,0.8,13.6,8.6,14.6,6.9,145.8,102.5,2022-2023,Boston Celtics
105,Al Horford,C-F,37.0,20,30.8,10.6,7.7,4.0,0.75,38.0,0.605,94.0,0.298,0.492,0.497,6.7,7.2,3.0,1.1,1.7,0.6,13.8,9.6,16.8,6.8,119.0,105.3,2022-2023,Boston Celtics
122,Grant Williams,F,24.5,15,17.7,10.5,7.0,10.0,0.8,13.0,0.538,40.0,0.45,0.642,0.662,5.1,2.2,1.2,0.3,0.4,0.3,7.3,6.3,8.5,5.4,139.2,107.1,2022-2023,Boston Celtics
143,Payton Pritchard,G,25.4,10,5.7,23.3,18.3,5.0,0.8,12.0,0.667,10.0,0.4,0.636,0.661,3.2,0.6,1.1,0.1,0.0,0.5,3.8,4.3,4.9,9.0,120.3,111.2,2022-2023,Boston Celtics
159,Luke Kornet,F-C,27.9,8,4.0,12.4,0.0,2.0,1.0,7.0,0.857,1.0,1.0,0.938,0.957,2.1,1.3,0.0,0.0,0.1,0.0,3.4,2.1,3.4,0.0,203.9,110.0,2022-2023,Boston Celtics
162,Sam Hauser,F,25.5,15,6.9,13.0,0.0,2.0,1.0,5.0,0.4,24.0,0.333,0.483,0.502,2.0,1.1,0.3,0.1,0.1,0.0,3.1,2.3,3.4,5.0,117.3,108.8,2022-2023,Boston Celtics
169,Mike Muscala,F-C,32.0,6,3.5,14.4,18.8,4.0,0.75,0.0,0.0,4.0,0.5,0.75,0.781,1.5,0.7,0.2,0.0,0.0,0.2,2.2,1.7,2.3,6.8,,,2022-2023,Boston Celtics
191,Justin Champagnie,G-F,22.0,4,2.6,17.2,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,,,2022-2023,Boston Celtics
203,Blake Griffin,F,34.2,1,5.9,7.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,74.4,79.0,2022-2023,Boston Celtics
97,Patrick Beverley,G,30.92,6,32.4,67.5,12.8,16.5,8.0,0.75,17.0,0.412,30.0,0.433,0.564,0.584,9.8,8.0,13.8,4.7,19.8,1.0,0.83,1.67,8.9,118.2,102.3,2018-2019,Los Angeles Clippers
98,Danilo Gallinari,F,30.85,6,33.6,69.9,27.8,8.8,33.0,0.848,67.0,0.388,43.0,0.302,0.414,0.478,19.8,6.2,10.3,2.7,12.5,1.33,0.17,2.0,8.2,99.1,107.7,2018-2019,Los Angeles Clippers
99,Shai Gilgeous-Alexander,G,20.92,6,28.8,59.9,17.6,6.8,20.0,0.85,42.0,0.452,18.0,0.5,0.542,0.596,13.7,2.7,5.2,3.2,16.5,1.0,0.83,0.83,6.8,124.6,106.9,2018-2019,Los Angeles Clippers
100,JaMychal Green,F,28.98,6,23.5,48.9,17.0,18.8,10.0,0.8,20.0,0.55,23.0,0.522,0.674,0.696,11.0,5.3,12.7,0.8,5.3,0.67,0.0,1.83,6.1,114.1,98.1,2018-2019,Los Angeles Clippers
101,Montrezl Harrell,F-C,25.38,6,26.3,54.8,21.5,9.7,26.0,0.692,62.0,0.742,1.0,0.0,0.73,0.739,18.3,5.5,11.7,2.2,15.3,0.5,0.67,1.33,9.2,138.4,103.7,2018-2019,Los Angeles Clippers
102,Landry Shamet,G,22.26,6,29.0,60.4,11.7,14.2,10.0,1.0,7.0,0.429,31.0,0.323,0.474,0.542,7.7,2.0,3.9,1.7,7.6,1.0,0.0,1.17,4.1,104.2,108.4,2018-2019,Los Angeles Clippers
103,Garrett Temple,G-F,33.1,6,10.5,21.8,11.4,11.5,10.0,0.7,4.0,0.5,7.0,0.143,0.318,0.455,2.3,1.2,6.2,0.3,4.1,0.5,0.17,0.33,3.6,94.5,102.5,2018-2019,Los Angeles Clippers
104,Lou Williams,G,32.63,6,29.4,61.2,32.6,12.9,41.0,0.829,86.0,0.453,18.0,0.333,0.462,0.533,21.7,2.8,5.4,7.7,45.4,0.83,0.17,3.0,10.6,110.6,109.4,2018-2019,Los Angeles Clippers
143,Jerome Robinson,G,22.31,5,9.2,19.3,15.3,5.8,5.0,1.0,8.0,0.25,6.0,0.5,0.464,0.556,3.6,1.2,7.2,1.4,21.0,0.4,0.0,0.2,7.9,128.5,107.2,2018-2019,Los Angeles Clippers
150,Wilson Chandler,F,32.1,4,13.1,27.3,16.3,14.5,4.0,1.0,6.0,0.667,10.0,0.1,0.344,0.422,3.8,1.5,6.4,0.5,5.2,0.5,0.0,0.75,4.3,80.4,101.9,2018-2019,Los Angeles Clippers
169,Sindarius Thornwell,G,24.58,4,3.0,6.1,20.9,0.0,0.0,0.0,3.0,0.333,3.0,0.333,0.417,0.417,1.3,1.0,18.9,0.0,0.0,0.25,0.0,0.0,0.0,,,2018-2019,Los Angeles Clippers
170,Ivica Zubac,C,22.24,4,9.7,20.1,24.8,17.2,3.0,0.667,18.0,0.5,0.0,0.0,0.5,0.518,5.0,5.5,31.8,0.3,4.3,0.5,0.5,1.0,8.3,107.2,96.6,2018-2019,Los Angeles Clippers
200,Tyrone Wallace,G,25.01,2,5.5,11.5,23.6,15.8,3.0,0.667,4.0,0.25,0.0,0.0,0.25,0.376,2.0,0.5,5.1,1.5,36.9,0.0,0.0,0.5,8.3,88.3,99.7,2018-2019,Los Angeles Clippers
13,Patrick Beverley,G,32.25,8,20.8,43.3,12.6,14.7,4.0,0.5,17.0,0.706,22.0,0.364,0.615,0.613,6.3,4.1,11.1,2.4,15.7,1.0,0.38,0.88,7.6,123.7,90.7,2019-2020,Los Angeles Clippers
36,Amir Coffey,G-F,23.32,3,2.3,4.8,24.6,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.258,0.7,0.0,0.0,1.3,68.5,0.33,0.0,0.0,0.0,,,2019-2020,Los Angeles Clippers
67,Paul George,F,30.45,13,36.8,76.7,26.1,14.0,55.0,0.909,110.0,0.464,111.0,0.333,0.482,0.536,20.2,6.1,9.2,3.8,15.5,1.46,0.54,3.08,8.4,103.5,100.4,2019-2020,Los Angeles Clippers
73,JaMychal Green,F-C,30.31,13,17.1,35.5,12.6,7.8,9.0,0.778,32.0,0.656,23.0,0.435,0.655,0.67,6.1,3.8,12.3,0.5,4.5,0.15,0.23,0.38,5.3,132.5,98.4,2019-2020,Los Angeles Clippers
79,Montrezl Harrell,F-C,26.71,13,18.7,39.0,22.3,9.7,68.0,0.603,77.0,0.597,5.0,0.2,0.579,0.608,10.5,2.9,8.7,0.4,3.2,0.38,0.54,0.92,4.9,115.6,100.8,2019-2020,Los Angeles Clippers
102,Reggie Jackson,G,30.49,12,14.2,29.5,13.7,9.4,0.0,0.0,16.0,0.25,32.0,0.531,0.615,0.615,4.9,1.8,6.9,0.9,9.0,0.17,0.08,0.42,5.6,118.7,102.4,2019-2020,Los Angeles Clippers
119,Kawhi Leonard,F,29.29,13,39.3,81.9,29.4,9.6,94.0,0.862,195.0,0.549,73.0,0.329,0.534,0.593,28.2,9.3,13.2,5.5,23.9,2.31,0.85,2.54,11.5,120.1,102.6,2019-2020,Los Angeles Clippers
127,Terance Mann,G-F,23.98,13,2.1,4.4,11.2,28.6,0.0,0.0,3.0,0.667,2.0,0.0,0.4,0.4,0.3,0.5,14.3,0.1,4.7,0.08,0.0,0.15,4.7,,,2019-2020,Los Angeles Clippers
136,Rodney McGruder,G,29.21,5,3.1,6.5,14.0,0.0,0.0,0.0,2.0,0.5,3.0,0.667,0.8,0.8,1.6,0.8,14.2,0.4,19.5,0.0,0.0,0.0,10.3,,,2019-2020,Los Angeles Clippers
144,Marcus Morris Sr.,F,31.11,13,29.9,62.2,14.2,7.1,14.0,0.929,52.0,0.538,59.0,0.475,0.631,0.653,11.8,4.8,9.0,1.6,7.7,0.85,0.08,0.69,6.0,129.4,101.3,2019-2020,Los Angeles Clippers
154,Joakim Noah,F-C,35.63,2,1.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2019-2020,Los Angeles Clippers
164,Patrick Patterson,F,31.58,2,4.9,10.1,13.5,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.5,1.5,4.5,0.5,5.7,2.0,76.9,0.0,0.0,0.0,13.5,280.1,103.6,2019-2020,Los Angeles Clippers
182,Landry Shamet,G,23.58,13,18.7,39.0,13.5,17.3,7.0,0.714,17.0,0.529,42.0,0.357,0.534,0.548,5.2,1.7,5.0,1.3,9.4,0.46,0.23,1.0,4.8,99.1,105.6,2019-2020,Los Angeles Clippers
213,Lou Williams,G,33.96,13,26.2,54.7,23.5,11.5,37.0,0.811,95.0,0.526,51.0,0.235,0.466,0.511,12.8,3.2,6.7,4.2,24.3,0.69,0.15,1.62,8.5,107.4,107.5,2019-2020,Los Angeles Clippers
216,Ivica Zubac,C,23.57,13,24.6,51.3,14.5,11.3,37.0,0.811,78.0,0.564,0.0,0.0,0.564,0.626,9.1,7.2,16.2,0.6,3.5,0.15,0.77,0.92,5.5,126.1,100.3,2019-2020,Los Angeles Clippers
7,Nicolas Batum,G-F,32.6,19,29.2,60.8,10.5,4.8,23.0,0.826,37.0,0.676,72.0,0.389,0.615,0.642,8.1,5.5,11.0,2.1,9.8,1.26,0.53,0.32,6.2,140.3,109.0,2020-2021,Los Angeles Clippers
8,Paul George,F,31.22,19,40.9,85.1,30.5,13.2,154.0,0.844,222.0,0.514,152.0,0.336,0.509,0.578,26.9,9.6,13.6,5.4,21.8,1.0,0.47,3.53,10.9,112.6,105.4,2020-2021,Los Angeles Clippers
9,Reggie Jackson,G,31.26,19,32.7,68.2,22.3,9.4,41.0,0.878,110.0,0.582,142.0,0.408,0.599,0.626,17.8,3.2,5.6,3.4,16.9,0.95,0.16,1.47,7.1,122.3,108.2,2020-2021,Los Angeles Clippers
10,Terance Mann,G-F,24.75,19,19.9,41.4,14.8,3.3,28.0,0.714,67.0,0.567,37.0,0.432,0.596,0.619,7.6,2.7,8.0,0.7,5.5,0.53,0.26,0.21,4.9,131.5,104.8,2020-2021,Los Angeles Clippers
11,Marcus Morris Sr.,F,31.88,19,31.8,66.2,17.0,3.2,32.0,0.75,104.0,0.481,96.0,0.375,0.52,0.542,12.2,4.3,7.8,1.5,6.9,0.53,0.53,0.37,5.4,115.7,108.0,2020-2021,Los Angeles Clippers
27,Ivica Zubac,C,24.34,17,17.7,36.9,14.6,16.9,49.0,0.796,57.0,0.596,0.0,0.0,0.596,0.681,6.3,5.8,19.0,0.4,3.3,0.12,0.71,0.94,5.5,135.4,103.4,2020-2021,Los Angeles Clippers
28,Patrick Beverley,G,33.02,17,19.0,39.6,11.3,5.1,14.0,0.857,31.0,0.516,37.0,0.351,0.522,0.56,4.9,2.4,7.3,1.4,10.3,0.71,0.71,0.24,5.4,127.5,104.0,2020-2021,Los Angeles Clippers
32,Luke Kennard,G,25.07,15,14.6,30.5,14.6,4.4,2.0,0.5,14.0,0.714,51.0,0.412,0.638,0.638,5.6,0.9,3.7,0.5,4.7,0.13,0.0,0.2,3.7,126.7,112.0,2020-2021,Los Angeles Clippers
35,Rajon Rondo,G,35.41,13,16.9,35.3,15.3,19.4,12.0,0.667,25.0,0.28,28.0,0.393,0.443,0.472,4.2,2.6,8.9,3.8,31.0,0.38,0.23,1.08,8.2,109.6,106.9,2020-2021,Los Angeles Clippers
58,Kawhi Leonard,F,30.06,11,39.2,81.7,29.1,8.9,75.0,0.88,152.0,0.645,61.0,0.393,0.629,0.679,30.4,7.7,11.4,4.4,20.9,2.09,0.82,2.18,10.3,133.1,106.2,2020-2021,Los Angeles Clippers
71,Amir Coffey,G-F,24.09,10,1.6,3.4,15.6,18.4,1.0,0.0,3.0,0.667,1.0,1.0,0.875,0.788,0.7,0.2,7.1,0.1,9.8,0.1,0.0,0.1,6.0,,,2020-2021,Los Angeles Clippers
79,Yogi Ferrell,G,28.2,9,1.6,3.4,16.1,0.0,0.0,0.0,4.0,0.5,1.0,0.0,0.4,0.4,0.4,0.3,12.0,0.3,30.6,0.0,0.0,0.0,8.3,,,2020-2021,Los Angeles Clippers
84,Daniel Oturu,C,21.83,8,1.9,4.0,18.0,0.0,2.0,0.5,4.0,0.5,1.0,0.0,0.4,0.425,0.6,0.5,15.2,0.0,0.0,0.0,0.13,0.0,0.0,,,2020-2021,Los Angeles Clippers
98,DeMarcus Cousins,C,30.94,7,8.3,17.3,42.5,9.4,14.0,0.786,32.0,0.469,10.0,0.4,0.5,0.55,7.6,2.0,13.9,0.7,17.6,0.29,0.43,0.71,10.6,110.3,89.9,2020-2021,Los Angeles Clippers
116,Jay Scrubb,G,20.88,6,1.3,2.6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.2,7.6,0.0,0.0,0.0,0.0,0.0,0.0,,,2020-2021,Los Angeles Clippers
219,Serge Ibaka,F,31.84,2,9.2,19.2,22.2,11.4,4.0,1.0,4.0,0.75,2.0,0.0,0.5,0.644,5.0,2.0,12.6,1.0,16.7,0.5,1.5,0.5,9.4,132.1,106.8,2020-2021,Los Angeles Clippers
42,Nicolas Batum,G-F,33.32,59,24.8,51.6,13.3,9.0,38.0,0.658,117.0,0.607,270.0,0.4,0.602,0.608,8.3,4.3,9.1,1.7,9.7,1.0,0.71,0.68,6.3,118.5,107.1,2021-2022,Los Angeles Clippers
58,Eric Bledsoe,G,32.34,54,25.2,52.5,20.5,18.3,117.0,0.761,305.0,0.479,163.0,0.313,0.475,0.514,9.9,3.4,7.0,4.2,24.1,1.28,0.35,2.15,8.3,100.6,107.0,2021-2022,Los Angeles Clippers
66,Brandon Boston Jr.,G,20.37,51,14.9,31.1,22.4,8.0,72.0,0.819,214.0,0.425,111.0,0.306,0.437,0.481,6.7,2.2,7.6,1.0,10.1,0.51,0.25,0.61,6.6,98.2,108.2,2021-2022,Los Angeles Clippers
122,Amir Coffey,G-F,24.82,69,22.7,47.3,15.8,8.0,117.0,0.863,212.0,0.542,254.0,0.378,0.556,0.598,9.0,2.9,6.6,1.8,11.4,0.55,0.22,0.65,6.4,120.0,109.4,2021-2022,Los Angeles Clippers
134,Robert Covington,F,31.32,23,22.1,46.1,16.7,8.8,33.0,0.848,53.0,0.604,109.0,0.45,0.651,0.677,10.4,5.1,12.0,1.0,7.0,1.22,1.22,0.74,6.8,127.7,98.2,2021-2022,Los Angeles Clippers
187,James Ennis III,F,31.78,2,14.1,29.3,21.5,7.3,4.0,1.0,7.0,0.714,4.0,0.5,0.727,0.784,10.0,2.5,9.3,0.0,0.0,0.5,0.5,0.5,0.0,145.4,99.1,2021-2022,Los Angeles Clippers
211,Wenyen Gabriel,F,25.04,6,7.7,16.1,16.9,16.9,4.0,0.5,8.0,0.375,5.0,0.4,0.462,0.474,2.3,2.3,15.8,0.3,6.0,0.17,0.33,0.5,6.1,98.2,86.5,2021-2022,Los Angeles Clippers
222,Paul George,F,31.94,31,34.8,72.4,33.8,15.2,148.0,0.858,379.0,0.467,257.0,0.354,0.493,0.538,24.3,6.9,10.4,5.7,28.1,2.16,0.42,4.06,11.3,100.3,103.2,2021-2022,Los Angeles Clippers
262,Isaiah Hartenstein,C-F,23.93,68,17.9,37.2,18.4,16.5,132.0,0.689,336.0,0.64,30.0,0.467,0.645,0.664,8.3,4.9,14.3,2.4,20.5,0.75,1.13,1.24,10.3,127.9,97.0,2021-2022,Los Angeles Clippers
292,Rodney Hood,G-F,29.47,13,9.9,20.5,11.1,12.4,5.0,0.8,15.0,0.4,11.0,0.545,0.577,0.603,2.6,0.8,4.1,0.6,8.5,0.23,0.15,0.31,4.4,115.7,113.7,2021-2022,Los Angeles Clippers
309,Serge Ibaka,F,32.56,35,15.4,32.1,19.4,13.9,29.0,0.69,130.0,0.538,62.0,0.387,0.552,0.567,6.6,4.3,14.6,1.0,10.2,0.2,0.74,0.94,7.9,109.0,101.4,2021-2022,Los Angeles Clippers
